pic,percentage1,hex1,percentage2,hex2,percentage3,hex3,percentage4,hex4,percentage5,hex5,percentage6,hex6,percentage7,hex7,percentage8,hex8
4840,0.86,#21241e,0.05,#5a6a6d,0.04,#abc1b3,0.03,#3a484d,0.01,#42555a,0.01,#778d91,0.0,#849f9f,0.0,#494f4e
4841,0.86,#20221c,0.05,#5b696a,0.04,#afc2b3,0.02,#3a474a,0.01,#798e8e,0.01,#415458,0.0,#859d9a,0.0,#474c4a
4842,0.89,#20211b,0.03,#606d6e,0.03,#b1c5b6,0.02,#3c484d,0.01,#455458,0.01,#7d9091,0.01,#8da19d,0.0,#4d4d4b
4843,0.92,#20211a,0.03,#b2c5b6,0.03,#657373,0.01,#3e4a4e,0.01,#465658,0.0,#90a49d,0.0,#849796,0.0,#909f90
4844,0.91,#20211a,0.04,#aec2b3,0.03,#617070,0.01,#3d494c,0.01,#889e9b,0.0,#425357,0.0,#7c9193,0.0,#494c4c
4845,0.9,#21231c,0.04,#afc4b5,0.03,#5d6c6d,0.01,#3b474b,0.01,#7a9092,0.0,#415257,0.0,#849f9e,0.0,#474c49
4846,0.9,#21221b,0.04,#aec4b4,0.03,#5d6c6e,0.01,#3c484b,0.01,#7b9192,0.0,#86a09e,0.0,#425358,0.0,#484d4a
4847,0.91,#202119,0.04,#afc4b4,0.03,#5b6868,0.01,#768c8e,0.0,#3c4648,0.0,#839b9a,0.0,#415052,0.0,#464a46
4848,0.91,#1f2019,0.04,#b1c5b6,0.03,#5d696a,0.0,#7b8f92,0.0,#3e484a,0.0,#859e9c,0.0,#415156,0.0,#474b49
4849,0.44,#1f161a,0.26,#6b8195,0.1,#93a1ab,0.09,#4b2324,0.06,#655d68,0.03,#7993a5,0.02,#223a50,0.01,#513e50
4850,0.46,#20161a,0.27,#6a8094,0.09,#94a0ab,0.06,#4c2626,0.06,#665b66,0.03,#7c97a8,0.02,#23394f,0.01,#513d4e
4851,0.44,#1f1619,0.26,#698094,0.09,#93a0aa,0.08,#4a2324,0.06,#655c65,0.03,#7a95a6,0.02,#22394e,0.01,#503d4e
4852,0.44,#1f1619,0.27,#687e92,0.09,#929fa9,0.08,#4a2323,0.06,#645b65,0.03,#7a95a6,0.02,#22384e,0.01,#503c4d
4853,0.47,#21161a,0.27,#697e93,0.07,#96a0aa,0.06,#4e2826,0.06,#665d67,0.04,#7f9bab,0.02,#243a4e,0.02,#513e4f
4854,0.46,#20161a,0.27,#687e93,0.09,#94a0ab,0.07,#4c2625,0.06,#655c67,0.03,#7d9aab,0.02,#23394e,0.01,#8f818a
4855,0.48,#21161a,0.27,#687e92,0.08,#96a0aa,0.06,#665d67,0.05,#4f2c28,0.04,#7f9cac,0.02,#24394e,0.01,#513f4f
4856,0.46,#211619,0.27,#697e92,0.08,#95a0aa,0.06,#4e2926,0.05,#665d66,0.03,#7f9cab,0.02,#23394d,0.02,#91838b
4857,0.45,#201619,0.27,#698093,0.08,#95a0aa,0.07,#4c2625,0.05,#665c66,0.03,#7d9aaa,0.02,#233a4e,0.02,#8f8189
4858,0.43,#1e1619,0.26,#687f92,0.1,#919ea9,0.09,#492222,0.05,#635963,0.03,#7892a3,0.02,#21374c,0.01,#4f3c4c
4859,0.46,#211619,0.27,#698093,0.08,#96a1ab,0.07,#4e2926,0.06,#665c65,0.03,#7e9bab,0.02,#243a4e,0.01,#513f4e
4860,0.45,#201619,0.27,#697f93,0.09,#93a0ab,0.07,#4d2726,0.06,#655c66,0.02,#7d99aa,0.02,#24394f,0.02,#90838b
4861,0.47,#21161a,0.27,#6b8194,0.07,#97a1aa,0.06,#4e2827,0.06,#685d66,0.04,#819dad,0.02,#243a4e,0.01,#92848c
4862,0.43,#1d1519,0.26,#6a8093,0.1,#929fa9,0.09,#4a2222,0.05,#655a64,0.02,#7993a5,0.02,#23384c,0.02,#8e8087
4863,0.44,#1e1619,0.26,#6b8094,0.1,#4b2324,0.09,#96a1aa,0.06,#675c65,0.03,#7e99a9,0.02,#243a4f,0.01,#908289
4864,0.44,#1d1619,0.25,#6b8195,0.1,#4a2224,0.09,#91a0ab,0.06,#655c66,0.03,#7994a5,0.02,#23394f,0.02,#8f818a
4865,0.41,#1d1619,0.26,#6d8296,0.11,#4b2123,0.09,#96a2ac,0.05,#675b64,0.03,#7d97a8,0.02,#23384d,0.02,#533d4d
4866,0.42,#1d161a,0.24,#6e8397,0.11,#4c2224,0.1,#96a2ac,0.06,#685d67,0.04,#7a91a3,0.02,#253b50,0.01,#543e50
4867,0.87,#191a1c,0.07,#364061,0.02,#7d6b71,0.01,#694231,0.01,#e7d8c4,0.01,#7d88b0,0.01,#4d5c86,0.0,#664f58
4868,0.86,#181a1d,0.08,#334061,0.02,#7d6b70,0.01,#674331,0.01,#e5d8c5,0.01,#4a5c88,0.01,#7a88af,0.0,#bd9376
4869,0.86,#181a1d,0.08,#333f5f,0.02,#7c6a6e,0.01,#e4d7c4,0.01,#65412f,0.01,#4a5b84,0.01,#7884ac,0.0,#624e56
4870,0.86,#181a1d,0.08,#344061,0.02,#7b6b71,0.01,#644232,0.01,#e4d7c5,0.01,#7986ae,0.01,#4a5c87,0.0,#bd9374
4871,0.86,#181a1d,0.08,#334061,0.02,#7c6b71,0.01,#664332,0.01,#e4d8c6,0.01,#4a5c86,0.01,#7887af,0.0,#bc9173
4872,0.86,#181a1d,0.08,#334060,0.02,#7e6b6e,0.01,#e4d7c4,0.01,#684330,0.01,#4b5c85,0.01,#7a87ae,0.0,#644f56
4873,0.87,#181a1d,0.07,#344162,0.02,#7a6b73,0.01,#664333,0.01,#e4d6c5,0.01,#4a5c87,0.01,#7988b0,0.0,#bb9173
4874,0.86,#181a1d,0.09,#333f60,0.02,#7c6a6f,0.01,#e4d6c3,0.01,#674230,0.01,#7986ad,0.01,#4b5b86,0.0,#bb906f
4875,0.86,#181a1d,0.08,#334060,0.02,#7d6b6e,0.01,#664331,0.01,#e4d7c4,0.01,#4a5c86,0.01,#7987ae,0.0,#bd9372
4876,0.87,#181a1d,0.08,#344162,0.02,#7d6c71,0.01,#e4d7c5,0.01,#674332,0.01,#4b5c86,0.01,#7988b0,0.0,#bc9272
4877,0.87,#181a1d,0.08,#344161,0.02,#7b6c72,0.01,#664332,0.01,#e4d7c5,0.01,#4b5c86,0.01,#7888b0,0.0,#bc9276
4878,0.86,#181a1d,0.08,#344061,0.02,#7b6a70,0.01,#e4d7c5,0.01,#664230,0.01,#4a5b86,0.01,#7988af,0.0,#bc9273
4879,0.86,#181a1d,0.08,#334060,0.02,#7a6a70,0.01,#e3d6c4,0.01,#654231,0.01,#4a5b85,0.01,#7887af,0.0,#bc9275
4880,0.86,#181a1d,0.08,#334060,0.02,#7d6b70,0.01,#e5d7c4,0.01,#664331,0.01,#4b5c86,0.01,#7887ae,0.0,#644f58
4881,0.47,#21181c,0.28,#728799,0.07,#51262a,0.05,#6e646d,0.05,#89a7b2,0.04,#9ea8ae,0.02,#263d52,0.02,#9a8f97
4882,0.41,#1b171b,0.26,#6f8598,0.12,#4c2126,0.09,#94a4ad,0.05,#695f68,0.02,#7e99a9,0.02,#243b51,0.02,#90848c
4883,0.51,#24181c,0.28,#728698,0.06,#8aa9b3,0.06,#706771,0.03,#573431,0.02,#9d9299,0.02,#2a3f53,0.02,#5a4655
4884,0.48,#22171b,0.28,#6f8497,0.05,#6d626b,0.05,#86a4b0,0.05,#512929,0.04,#9ea4ab,0.02,#273b50,0.02,#998d95
4885,0.42,#1d171a,0.27,#6f8496,0.11,#4c2124,0.08,#93a1ab,0.05,#685c65,0.02,#7e98a8,0.02,#253a4f,0.02,#92838b
4886,0.88,#17191c,0.07,#354261,0.01,#6a402b,0.01,#7a6876,0.01,#f2dec2,0.01,#4b5c86,0.0,#6f7ba6,0.0,#634d5b
4887,0.88,#17191c,0.07,#364262,0.01,#7a6878,0.01,#6a412b,0.01,#4b5d87,0.01,#f4e1c5,0.0,#707ca7,0.0,#634f5c
4888,0.88,#17191c,0.07,#354262,0.01,#6a3f29,0.01,#7c6876,0.01,#f3e0c3,0.01,#4c5d87,0.0,#6f7aa6,0.0,#634e5c
4889,0.87,#17191c,0.07,#354261,0.01,#7c6774,0.01,#683f2a,0.01,#f2dec2,0.01,#4b5d87,0.01,#6e7aa5,0.0,#be9072
4890,0.87,#17191c,0.07,#354161,0.01,#7b6673,0.01,#693f29,0.01,#f2dec1,0.01,#4b5c86,0.01,#6d79a4,0.0,#634d5a
4891,0.87,#17191c,0.07,#354161,0.01,#7b6672,0.01,#673d27,0.01,#4a5c85,0.01,#f1ddc1,0.01,#6d79a5,0.0,#c09173
4892,0.45,#1e1b24,0.16,#9398a8,0.13,#264060,0.09,#b3babc,0.05,#651f2b,0.05,#a5acb5,0.05,#3d5e80,0.03,#817175
4893,0.44,#1d1b24,0.16,#9397a7,0.13,#263f5e,0.09,#b2b8bb,0.06,#631d29,0.04,#a5abb5,0.04,#3d5f81,0.03,#7f7074
4894,0.45,#1e1b25,0.15,#9296a7,0.12,#274060,0.09,#b2b9bb,0.06,#631e2a,0.05,#3e5f82,0.05,#a4abb4,0.03,#807277
4895,0.44,#1d1b25,0.15,#9297a7,0.12,#26405f,0.09,#b2b9bb,0.06,#631f29,0.05,#3d5f81,0.05,#a4abb4,0.03,#807276
4896,0.44,#1d1b24,0.15,#9297a7,0.13,#263f5e,0.09,#b2b9bb,0.06,#631e29,0.05,#3d5e80,0.05,#a4abb4,0.03,#7f7276
4897,0.44,#1e1b23,0.14,#9297a7,0.13,#263e5d,0.08,#b3babc,0.06,#a4abb4,0.05,#651f2b,0.05,#3d5e7f,0.03,#827274
4898,0.45,#1e1b24,0.15,#9297a7,0.13,#263f5d,0.08,#b3babb,0.06,#a5acb4,0.05,#641f2a,0.05,#3d5e7f,0.03,#807173
4899,0.43,#1c1b24,0.15,#9297a7,0.14,#263f5e,0.1,#b2b8bb,0.06,#621d28,0.05,#3d5f80,0.04,#a3abb4,0.03,#7f7073
4900,0.45,#1e1b24,0.16,#9397a7,0.13,#263f5e,0.08,#b2babc,0.05,#641e2a,0.05,#a5acb5,0.05,#3e5f81,0.03,#817276
4901,0.43,#1d1a23,0.14,#9196a7,0.14,#253e5c,0.1,#b2b9bb,0.06,#641e2a,0.06,#a3a9b3,0.05,#3c5d7f,0.03,#7e6f73
4902,0.43,#1e1c25,0.16,#9296a7,0.13,#263f5e,0.09,#b2b9bb,0.06,#641f2b,0.06,#a4aab4,0.05,#3e5f81,0.03,#807075
4903,0.41,#1d1c25,0.15,#9296a6,0.13,#263e5d,0.09,#b3b9bb,0.07,#641e29,0.06,#a4aab3,0.05,#3d5e80,0.03,#7e6f74
4904,0.41,#1d1b24,0.15,#9196a7,0.14,#263e5c,0.1,#b2b9bb,0.07,#631e28,0.05,#3d5e80,0.05,#a4aab4,0.04,#7e6f74
4905,0.42,#1d1b24,0.15,#9397a7,0.14,#263e5d,0.1,#b3babc,0.07,#641e29,0.05,#a5acb5,0.05,#3d5e80,0.03,#7f7174
4906,0.43,#1d1a23,0.14,#263d5c,0.13,#9196a6,0.09,#b4bbbc,0.07,#a4abb4,0.06,#651e2a,0.05,#3c5c7d,0.03,#817174
4907,0.42,#1c1b24,0.14,#263e5d,0.14,#9196a7,0.1,#b4babc,0.07,#651e2a,0.05,#a4aab4,0.05,#3d5d7f,0.03,#807174
4908,0.64,#17141d,0.09,#264060,0.08,#b2babc,0.05,#641f2c,0.04,#a3aab4,0.04,#8994a8,0.03,#3c5e80,0.03,#7d7277
4909,0.67,#15131b,0.12,#9397a7,0.11,#253c5c,0.03,#5f1c24,0.02,#3d5d80,0.02,#7f7072,0.02,#b6babc,0.01,#a2acb8
4910,0.55,#15131a,0.23,#a5a9b2,0.08,#5f1e28,0.04,#273b58,0.03,#69636e,0.02,#6c829e,0.02,#385576,0.02,#94909f
4911,0.58,#16131a,0.12,#9195a5,0.06,#283d59,0.06,#621d28,0.06,#b2b9bc,0.05,#a2a9b3,0.03,#7f7073,0.02,#3f5c7b
4912,0.6,#16141b,0.12,#9196a6,0.07,#b2babc,0.06,#293f5c,0.06,#621d28,0.04,#a3abb5,0.03,#7f7275,0.02,#405e7d
4913,0.62,#17141b,0.12,#9496a6,0.07,#293e5c,0.05,#60222a,0.05,#726466,0.04,#a2aab4,0.03,#b4b9bb,0.02,#3f5d7e
4914,0.7,#17151d,0.1,#9497a7,0.1,#253e5e,0.03,#3c5f82,0.02,#b8bebe,0.02,#776b70,0.02,#602028,0.01,#a5adb6
4915,0.6,#15141c,0.1,#243e5d,0.09,#9097a8,0.07,#b2babc,0.05,#a4acb4,0.04,#3c5f80,0.03,#681f2d,0.02,#747078
4916,0.62,#17141c,0.09,#253f5f,0.08,#b2b9bb,0.05,#8e96a8,0.05,#641e2a,0.04,#a3aab3,0.04,#3c5e80,0.02,#7c6f75
4917,0.53,#19161e,0.13,#9397a6,0.08,#b2b9bb,0.08,#26405f,0.05,#641e2a,0.05,#a4aab3,0.04,#3d5f7f,0.02,#7c6f76
4918,0.44,#1b1a23,0.14,#9095a6,0.13,#253e5c,0.09,#b3babc,0.06,#a3aab4,0.06,#631d29,0.05,#3b5c7e,0.02,#796c73
4919,0.43,#1b1b24,0.14,#9096a6,0.13,#253e5c,0.1,#b2babb,0.06,#631d29,0.06,#a3aab3,0.05,#3b5c7e,0.03,#776c72
4920,0.44,#1b1b24,0.16,#9298a7,0.13,#263f5e,0.1,#b2babb,0.06,#631d29,0.05,#3d5f81,0.04,#a4acb5,0.03,#786e75
4921,0.44,#1b1b25,0.15,#9197a7,0.12,#263f5e,0.1,#b3babb,0.07,#631d29,0.05,#3d5e80,0.05,#a4abb4,0.03,#786d76
4922,0.44,#1b1b24,0.15,#9096a6,0.13,#263f5d,0.09,#b2babb,0.06,#631d29,0.05,#a3abb4,0.05,#3c5e80,0.03,#786e76
4923,0.44,#1b1b24,0.14,#9097a7,0.13,#253f5d,0.1,#b2bbbc,0.06,#631d29,0.05,#a3abb4,0.05,#3b5e7f,0.03,#786e74
4924,0.45,#1c1b24,0.14,#9096a6,0.12,#253f5d,0.09,#b2babb,0.06,#631d28,0.06,#a3aab3,0.05,#3c5e80,0.03,#796e75
4925,0.44,#1c1b24,0.15,#9196a6,0.13,#263f5d,0.1,#b3babb,0.06,#631d29,0.06,#a4abb4,0.05,#3c5e7f,0.03,#786d74
4926,0.44,#1b1a24,0.15,#9095a6,0.13,#253e5d,0.1,#b1b9bb,0.06,#621d29,0.05,#a2aab4,0.05,#3b5e7f,0.03,#776c73
4927,0.44,#1c1b25,0.14,#9095a6,0.12,#253f5e,0.1,#b1b8bb,0.06,#631c28,0.05,#a2a9b3,0.05,#3c5e7f,0.03,#776d75
4928,0.45,#1c1b24,0.15,#9095a5,0.12,#253f5e,0.09,#b1b8ba,0.06,#621c28,0.05,#a2a9b3,0.05,#3b5d7f,0.03,#776d75
4929,0.45,#1c1b24,0.15,#8f95a5,0.12,#253f5d,0.09,#b1b8ba,0.05,#631d28,0.05,#a2a9b3,0.05,#3c5d7e,0.03,#786d74
4930,0.44,#1d1b25,0.16,#9095a5,0.12,#253f5d,0.09,#b1b8ba,0.06,#a3aab3,0.05,#631e29,0.05,#3b5d7e,0.03,#796c73
4931,0.44,#1d1c25,0.17,#9196a6,0.12,#263f5e,0.09,#b1b8ba,0.06,#631d29,0.05,#3c5f80,0.04,#a3aab3,0.03,#796e75
4932,0.44,#1c1b24,0.15,#8f94a5,0.12,#253f5d,0.09,#b1b9ba,0.07,#a2a9b3,0.06,#621d28,0.05,#3b5d7e,0.03,#786c73
4933,0.47,#1d1b24,0.15,#9095a5,0.11,#253f5e,0.08,#b1b9bb,0.07,#a3abb3,0.05,#3d5e7e,0.05,#641e2a,0.03,#7b6f76
4934,0.45,#1c1a23,0.15,#9095a5,0.13,#253f5d,0.08,#b2b9bb,0.06,#a3abb3,0.05,#631d28,0.05,#3c5e7e,0.03,#796d74
4935,0.46,#1d1b24,0.15,#9196a6,0.12,#26405e,0.09,#b2b9bb,0.06,#a4aab3,0.05,#3e5f80,0.05,#641d29,0.03,#7b6f76
4936,0.46,#1d1b24,0.14,#9196a6,0.12,#26405e,0.08,#b3bbbc,0.07,#a4acb4,0.05,#3d5f80,0.05,#651f2a,0.03,#7b6f76
4937,0.44,#1c1b24,0.15,#9197a7,0.13,#253f5d,0.1,#b2b9bb,0.06,#621d28,0.05,#a3abb4,0.05,#3c5e80,0.03,#796e75
4938,0.44,#1c1b24,0.15,#9297a7,0.12,#26405e,0.1,#b2b8bb,0.06,#621c28,0.05,#3d5f81,0.04,#a3aab4,0.03,#786e76
4939,0.44,#1c1a24,0.15,#9297a7,0.13,#263f5d,0.1,#b2b9bb,0.06,#631c28,0.05,#3d5e7f,0.05,#a4aab4,0.03,#796e75
4940,0.44,#1c1a23,0.14,#9096a6,0.13,#253e5c,0.09,#b2babb,0.06,#a3aab3,0.06,#631d29,0.05,#3b5c7d,0.02,#796c72
4941,0.45,#1c1b24,0.14,#9198a7,0.12,#253f5d,0.09,#b3bbbc,0.06,#a4acb4,0.06,#641e29,0.05,#3c5f7f,0.03,#7a6f76
4942,0.44,#1c1a23,0.15,#9297a7,0.13,#253e5c,0.09,#b3babc,0.06,#641d29,0.05,#a4abb4,0.05,#3c5d7e,0.03,#796d73
4943,0.43,#1b1b24,0.16,#9297a7,0.13,#263f5d,0.1,#b3babb,0.06,#631c28,0.05,#3d5f80,0.04,#a4acb5,0.03,#796f76
4944,0.44,#1c1a23,0.13,#8f94a5,0.13,#253e5b,0.09,#b3babb,0.07,#a3a9b2,0.06,#631d28,0.05,#3b5c7c,0.03,#796c73
4945,0.43,#1c1b24,0.15,#9297a7,0.13,#263f5d,0.1,#b3babb,0.06,#631c27,0.05,#3c5e7f,0.05,#a4aab3,0.03,#786e74
4946,0.46,#1e1b24,0.16,#9397a7,0.12,#27405f,0.08,#b4babb,0.05,#a5acb4,0.05,#651e2a,0.05,#3f5f80,0.03,#7c7078
4947,0.46,#1d1b24,0.15,#9397a7,0.12,#27405f,0.09,#b3babc,0.06,#a5abb4,0.05,#651e2b,0.05,#3f5f80,0.03,#7c7077
4948,0.46,#1e1b25,0.15,#9297a7,0.12,#27405f,0.08,#b3bbbc,0.06,#a5acb4,0.05,#651e2b,0.05,#3e5f80,0.03,#7c6f77
4949,0.35,#1a3f8c,0.2,#224b98,0.17,#0e1111,0.11,#2956a2,0.08,#163374,0.08,#11235d,0.01,#443e5b,0.0,#2e3755
4950,0.54,#204995,0.19,#132c6a,0.19,#0d1010,0.06,#183b7f,0.01,#3460a8,0.01,#193688,0.01,#454463,0.0,#4270b1
4951,0.51,#214a97,0.24,#142f6f,0.19,#0d1010,0.03,#1b3f81,0.02,#1a398b,0.01,#474769,0.0,#3d67a9,0.0,#3c384f
4952,0.52,#214b97,0.23,#152f70,0.18,#0d1010,0.05,#1a3e83,0.01,#1a388b,0.01,#3a65ab,0.01,#464567,0.0,#7d90ba
4953,0.6,#214a96,0.17,#153072,0.16,#0d0f0e,0.03,#1a3d7f,0.03,#193789,0.01,#3663a9,0.0,#7a8eb8,0.0,#3b4e70
4954,0.62,#224c99,0.18,#153276,0.13,#0d0f0f,0.03,#1c3e80,0.03,#1a388b,0.01,#3965ab,0.0,#7c8fba,0.0,#3d5175
4955,0.65,#234d9a,0.17,#153276,0.11,#0e1010,0.05,#1a398b,0.02,#1d3f7f,0.0,#3f67a8,0.0,#7f91bb,0.0,#425577
4956,0.67,#244e9b,0.16,#153274,0.1,#0e1113,0.05,#1a398a,0.02,#1d3f7e,0.01,#3763ab,0.0,#7f92bb,0.0,#3c5178
4957,0.65,#244e9b,0.16,#153073,0.08,#0e1216,0.05,#1a3d82,0.04,#3562ab,0.02,#1b378b,0.0,#3a4f75,0.0,#8092bc
4958,0.6,#26519e,0.21,#163278,0.08,#0d1219,0.06,#1b3b8e,0.03,#3866ae,0.01,#1e4283,0.0,#41557a,0.0,#8499c0
4959,0.62,#26519e,0.2,#16327a,0.06,#0d131d,0.05,#1c3b8f,0.04,#3867af,0.03,#1c4186,0.0,#43587f,0.0,#8597bd
4960,0.7,#26519f,0.16,#173079,0.04,#0e131d,0.03,#1b3a8e,0.03,#1b3f86,0.03,#3a68b0,0.0,#42567c,0.0,#8496bb
4961,0.73,#2653a0,0.13,#182f77,0.08,#1b3c8f,0.04,#0e131f,0.02,#3c6bb1,0.01,#1e4186,0.0,#505075,0.0,#8597bc
4962,0.79,#2654a1,0.11,#182c75,0.04,#1c3a8e,0.03,#0e1423,0.02,#3b6cb2,0.01,#1d4086,0.0,#4e4e75,0.0,#457cb9
4963,0.7,#24529f,0.08,#152568,0.07,#3462ab,0.07,#3771b4,0.03,#2e6db2,0.02,#1d2f88,0.02,#0e1320,0.0,#1b3b7b
4964,0.7,#2656a2,0.09,#16296d,0.09,#3667ae,0.04,#3a79b9,0.03,#0d1522,0.03,#1c368a,0.01,#2f77b7,0.0,#1e3e81
4965,0.69,#2759a4,0.11,#162b6f,0.07,#396bb1,0.05,#1c3a8b,0.04,#3c7eba,0.03,#0d1525,0.01,#2e80b9,0.0,#4e4c6f
4966,0.67,#2a5ca7,0.16,#173075,0.06,#3d74b6,0.06,#1e4090,0.03,#0d1629,0.01,#438cbf,0.0,#525174,0.0,#2a91bc
4967,0.66,#2b5ca7,0.15,#173073,0.07,#3d74b6,0.06,#1d3f8f,0.03,#0d1629,0.02,#4386be,0.0,#224883,0.0,#535175
4968,0.64,#2b5ca7,0.19,#183377,0.07,#3e76b7,0.04,#1d4091,0.03,#0c172c,0.01,#458bbf,0.01,#214885,0.0,#555377
4969,0.63,#2958a3,0.16,#163071,0.08,#3b6fb4,0.05,#3f7fbb,0.03,#0c172c,0.02,#1c3a8c,0.01,#1e4282,0.01,#327eb9
4970,0.51,#2a59a5,0.21,#183376,0.15,#3c72b5,0.08,#1e4191,0.03,#0d182e,0.01,#488ec0,0.0,#244a84,0.0,#525174
4971,0.55,#2957a3,0.2,#173274,0.13,#3b6fb4,0.05,#1d3e8f,0.03,#0c182e,0.02,#4382bd,0.01,#214584,0.0,#4f5073
4972,0.54,#2958a3,0.23,#173376,0.12,#3b70b4,0.04,#1d3f91,0.03,#0c182e,0.02,#4384bd,0.01,#204687,0.0,#525278
4973,0.59,#2958a4,0.19,#173273,0.1,#3c71b5,0.06,#1d3e8f,0.03,#0c182e,0.02,#4483bd,0.01,#204583,0.0,#4e5075
4974,0.52,#2a58a4,0.24,#183476,0.12,#3c71b5,0.07,#1e4191,0.03,#0c1930,0.01,#4687be,0.01,#224886,0.0,#54557a
4975,0.58,#2957a3,0.21,#173273,0.09,#3c71b4,0.05,#1d3e8f,0.04,#0c1930,0.02,#4382bc,0.01,#204583,0.0,#2d8bbb
4976,0.56,#2855a2,0.22,#173274,0.12,#3b6fb4,0.03,#0c1931,0.03,#1f4386,0.02,#4583bd,0.02,#1d3d90,0.0,#53547d
4977,0.5,#1d6fad,0.25,#10387b,0.14,#070f1c,0.05,#124d99,0.04,#25b3c3,0.01,#7b6584,0.01,#1e598c,0.0,#8c88a4
4978,0.51,#1d6ead,0.24,#10377a,0.14,#070f1b,0.05,#124c99,0.04,#24b2c3,0.01,#796482,0.01,#21598c,0.0,#8a87a4
4979,0.5,#1d6fad,0.25,#10397c,0.14,#070f1c,0.04,#24b2c4,0.04,#124e9a,0.01,#7c6685,0.01,#1e598d,0.0,#b294a9
4980,0.48,#1d70ae,0.25,#10387c,0.15,#070f1c,0.06,#124e9a,0.04,#25b4c4,0.01,#7d6685,0.01,#215b8c,0.0,#908aa5
4981,0.43,#2862ad,0.19,#142e6f,0.11,#417bba,0.1,#0a1120,0.1,#508cc3,0.03,#193b94,0.03,#224983,0.01,#83a6cb
4982,0.46,#2863ad,0.2,#132e71,0.11,#0a1220,0.11,#4e8cc3,0.06,#417bba,0.04,#204984,0.02,#3688c0,0.01,#193b96
4983,0.46,#2864ae,0.19,#142e71,0.1,#0a1220,0.1,#508dc3,0.09,#427cbb,0.03,#214985,0.01,#173d95,0.01,#368cc1
4984,0.45,#2863ad,0.19,#132d70,0.11,#4e8bc2,0.1,#0a111f,0.08,#417aba,0.03,#214882,0.02,#173b93,0.01,#3588c0
4985,0.45,#2863ad,0.19,#142e71,0.11,#4f8cc3,0.1,#0a1120,0.09,#417bba,0.03,#214984,0.02,#183c95,0.01,#358ac1
4986,0.46,#2863ad,0.19,#132e70,0.11,#0a1120,0.1,#4f8dc3,0.09,#417cbb,0.03,#214a84,0.02,#183c95,0.01,#348dc1
4987,0.45,#2863ae,0.19,#142e71,0.11,#508dc3,0.1,#0a1220,0.1,#427cbb,0.03,#214984,0.02,#183c95,0.01,#358ec1
4988,0.48,#2963ae,0.2,#142e71,0.1,#518cc3,0.1,#0a1120,0.06,#447bba,0.03,#214985,0.02,#3888c1,0.01,#183b96
4989,0.47,#2863ad,0.19,#142d70,0.11,#508bc3,0.1,#0a1120,0.07,#437bba,0.03,#214883,0.02,#183b95,0.01,#3687c0
4990,0.46,#2862ad,0.19,#132d70,0.13,#4d89c2,0.1,#0a1221,0.04,#4179b9,0.03,#204784,0.03,#3584bf,0.01,#183a95
4991,0.47,#2862ad,0.19,#142d71,0.12,#4f8ac2,0.1,#0a1120,0.05,#427ab9,0.03,#204784,0.03,#3685c0,0.02,#193995
4992,0.48,#2963ad,0.19,#132d70,0.12,#508bc2,0.1,#091120,0.04,#447ab9,0.03,#3885c0,0.03,#204782,0.02,#193995
4993,0.47,#2863ad,0.19,#132d71,0.12,#4f8bc2,0.1,#0a1120,0.04,#204885,0.04,#437ab9,0.03,#3785c0,0.01,#193996
4994,0.46,#2862ad,0.19,#142d71,0.12,#4f8ac2,0.1,#0a1120,0.06,#4279b9,0.04,#204885,0.02,#3686c0,0.02,#1a3896
4995,0.52,#2d56a2,0.25,#182e6a,0.13,#0e1622,0.05,#263591,0.03,#214281,0.01,#4d7fbb,0.01,#9a90b2,0.01,#4c70ae
4996,0.52,#2d55a1,0.24,#172d67,0.13,#0e1521,0.05,#253490,0.02,#20407e,0.01,#4c7ebb,0.01,#4c6ead,0.01,#998fb0
4997,0.52,#2d55a2,0.24,#182e69,0.13,#0e1623,0.05,#263491,0.03,#214180,0.01,#4c7ebb,0.01,#4e6eac,0.01,#9a8fb1
4998,0.51,#2e56a2,0.25,#182e69,0.13,#0e1622,0.06,#263591,0.02,#214280,0.01,#4d7fbc,0.01,#4c6fae,0.01,#9b8fb1
4999,0.52,#2e57a2,0.24,#182e68,0.13,#0e1622,0.06,#253690,0.02,#22427f,0.01,#4b71b0,0.01,#4e81bc,0.01,#9c91b2
5000,0.54,#2273af,0.2,#11397a,0.14,#07101c,0.05,#144d99,0.05,#2bb7c5,0.01,#7d6684,0.01,#205a8b,0.01,#8888a7
5001,0.55,#2273af,0.2,#11387a,0.14,#07101c,0.05,#144c99,0.05,#2bb7c5,0.01,#7d6584,0.01,#20598c,0.01,#8888a7
5002,0.54,#2273af,0.2,#11397a,0.14,#07101c,0.05,#144d99,0.04,#2cb7c5,0.01,#7f6684,0.01,#205a8a,0.01,#8789a7
5003,0.55,#2373af,0.2,#11397a,0.14,#07101c,0.05,#2bb7c5,0.05,#144d99,0.01,#7e6683,0.01,#21598b,0.0,#8289a9
5004,0.54,#2273af,0.22,#113a7c,0.14,#07101c,0.05,#2bb7c5,0.04,#144e9a,0.01,#806785,0.01,#1f5a8d,0.0,#868aa9
5005,0.51,#2e56a2,0.25,#182e68,0.13,#0e1621,0.06,#263590,0.02,#21427f,0.01,#4e7fbb,0.01,#4c6fae,0.01,#9c90b1
5006,0.51,#2e57a2,0.25,#182f69,0.13,#0e1622,0.05,#273692,0.03,#214381,0.01,#4d7fbb,0.01,#4c6faf,0.01,#9c91b0
